Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Sales,Rating
BB6844,4.43,Low Fat,0.199,Vegetables,OUT019,2020,Medium,Tier 3,Hypermarket,3769.89,1.6
BB6845,18.21,Non-Edible,0.016,Health,OUT045,2018,Small,Tier 1,Grocery Store,4347.65,4.9
BB6846,9.44,Low Fat,0.064,Dairy,OUT027,2012,Medium,Tier 3,Hypermarket,2771.42,4.2
BB6847,12.02,Regular,0.099,Baking Goods,OUT019,2021,High,Tier 1,Hypermarket,1960.23,2.5
BB6848,4.11,Low Fat,0.027,Baking Goods,OUT019,2000,High,Tier 2,Hypermarket,4234.69,1.3
BB6849,18,Non-Edible,0.126,Baking Goods,OUT019,2010,Medium,Tier 1,Supermarket,2543.09,2.5
BB6850,19.98,Low Fat,0.165,Canned,OUT035,2019,Medium,Tier 2,Grocery Store,3959.49,4.8
BB6851,5.86,Low Fat,0.032,Baking Goods,OUT019,2001,Medium,Tier 3,Supermarket,3733.77,2.4
BB6852,2.99,Low Fat,0.047,Frozen Foods,OUT049,2011,Medium,Tier 3,Grocery Store,4953.71,3.2
BB6853,10.07,Non-Edible,0.092,Snacks,OUT045,2014,Small,Tier 2,Grocery Store,926.58,4
BB6854,10.17,Low Fat,0.121,Canned,OUT027,2015,High,Tier 1,Hypermarket,3979.8,3.3
BB6855,19.84,Non-Edible,0.15,Canned,OUT019,2018,Small,Tier 2,Supermarket,3368.29,1.6
BB6856,7.89,Low Fat,0.169,Vegetables,OUT027,2008,Medium,Tier 2,Grocery Store,1769.92,2.1
BB6857,18.99,Regular,0.108,Fruits,OUT049,2003,High,Tier 2,Hypermarket,4312.79,2.3
BB6858,14.15,Regular,0.011,Health,OUT045,2013,High,Tier 2,Hypermarket,3763.32,3.9
BB6859,4.53,Low Fat,0.088,Frozen Foods,OUT027,1997,Small,Tier 2,Supermarket,1940.14,2.7
BB6860,5.4,Non-Edible,0.091,Baking Goods,OUT045,2004,Small,Tier 2,Hypermarket,4544.65,4.4
BB6861,6.36,Non-Edible,0.041,Canned,OUT019,2010,High,Tier 2,Hypermarket,1658.44,3.9
BB6862,18.99,Regular,0.032,Fruits,OUT035,2008,High,Tier 1,Grocery Store,3401.59,1.5
BB6863,19.39,Regular,0.076,Snacks,OUT046,2008,High,Tier 1,Grocery Store,2006.25,2.8
BB6864,13.95,Regular,0.132,Canned,OUT049,2015,Small,Tier 2,Grocery Store,2992.22,3.3
BB6865,9.69,Regular,0.069,Frozen Foods,OUT019,2016,High,Tier 3,Grocery Store,4343.74,2.6
BB6866,3.86,Regular,0.144,Canned,OUT045,2000,Small,Tier 1,Grocery Store,1786.25,2.7
BB6867,6.18,Regular,0.038,Frozen Foods,OUT018,2008,High,Tier 2,Supermarket,1653.83,2.8
BB6868,5.95,Non-Edible,0.016,Frozen Foods,OUT019,2005,High,Tier 1,Supermarket,1233.7,2
BB6869,11.55,Low Fat,0.015,Household,OUT049,1997,Small,Tier 3,Grocery Store,2413.63,2
BB6870,4.09,Non-Edible,0.016,Frozen Foods,OUT045,1996,Small,Tier 3,Hypermarket,1397.42,4.9
BB6871,4.78,Non-Edible,0.013,Snacks,OUT045,2018,Medium,Tier 1,Hypermarket,961.27,2.9
BB6872,8.48,Non-Edible,0.036,Canned,OUT046,2016,Medium,Tier 1,Hypermarket,2262.86,1.2
BB6873,9.03,Regular,0.075,Vegetables,OUT045,2009,Medium,Tier 2,Supermarket,3655.88,3.1
BB6874,13.59,Regular,0.11,Household,OUT027,1999,High,Tier 1,Hypermarket,4004.54,4.3
BB6875,6.24,Low Fat,0.181,Soft Drinks,OUT019,2017,High,Tier 2,Hypermarket,2564.7,4.2
BB6876,17.05,Non-Edible,0.169,Baking Goods,OUT046,2007,Medium,Tier 1,Supermarket,3443.77,3.8
BB6877,15.65,Low Fat,0.18,Canned,OUT018,2012,Small,Tier 3,Supermarket,4847.24,2
BB6878,7.99,Regular,0.045,Snacks,OUT049,2019,Medium,Tier 3,Grocery Store,4705.4,4.4
BB6879,2.65,Non-Edible,0.105,Snacks,OUT018,2022,High,Tier 2,Grocery Store,4765.63,4.8
BB6880,3.59,Regular,0.168,Baking Goods,OUT035,2004,Medium,Tier 3,Supermarket,2867.94,1.9
BB6881,16.18,Regular,0.136,Frozen Foods,OUT035,1999,High,Tier 2,Grocery Store,3545.94,1.9
BB6882,2.51,Regular,0.081,Frozen Foods,OUT035,2011,Small,Tier 1,Hypermarket,4934.12,3.2
BB6883,4.35,Regular,0.149,Vegetables,OUT027,2007,Medium,Tier 1,Grocery Store,2346.52,2
BB6884,3.56,Non-Edible,0.167,Snacks,OUT019,2006,Medium,Tier 3,Supermarket,1808.51,2.3
BB6885,14.74,Non-Edible,0.078,Canned,OUT019,2003,High,Tier 3,Supermarket,4153.54,3.9
BB6886,15.27,Regular,0.165,Household,OUT035,2003,Small,Tier 3,Hypermarket,1355.37,2.1
BB6887,8.2,Low Fat,0.124,Dairy,OUT018,1995,Small,Tier 3,Supermarket,3189.38,4.6
BB6888,8.79,Non-Edible,0.083,Dairy,OUT045,2010,High,Tier 3,Grocery Store,1279.55,1.9
BB6889,7.7,Non-Edible,0.069,Baking Goods,OUT018,2003,Medium,Tier 2,Grocery Store,2889.68,4.2
BB6890,14.89,Low Fat,0.148,Soft Drinks,OUT027,2016,High,Tier 1,Hypermarket,3361.8,3.4
BB6891,18.23,Non-Edible,0.094,Frozen Foods,OUT045,2022,High,Tier 1,Hypermarket,4309.87,3.4
BB6892,7.95,Non-Edible,0.162,Frozen Foods,OUT046,2002,Small,Tier 2,Grocery Store,3850.86,2.1
BB6893,16.47,Regular,0.063,Baking Goods,OUT045,1995,High,Tier 3,Supermarket,3271.41,4.2
BB6894,19.83,Non-Edible,0.166,Soft Drinks,OUT049,2022,Small,Tier 1,Hypermarket,2636.95,4.3
BB6895,19.49,Low Fat,0.151,Soft Drinks,OUT019,2018,High,Tier 1,Grocery Store,1892.17,3.2
BB6896,17.12,Low Fat,0.135,Soft Drinks,OUT049,2002,High,Tier 2,Grocery Store,4945.32,1.1
BB6897,3.85,Low Fat,0.153,Health,OUT046,2005,Small,Tier 2,Hypermarket,4082.08,3.9
BB6898,13.09,Regular,0.158,Dairy,OUT046,1999,High,Tier 3,Grocery Store,3925.59,3.1
BB6899,17.76,Low Fat,0.025,Soft Drinks,OUT046,2005,Medium,Tier 3,Hypermarket,3441.37,4.4
BB6900,11.64,Regular,0.061,Dairy,OUT049,2016,High,Tier 2,Supermarket,3248.76,2.2
BB6901,9.31,Low Fat,0.032,Health,OUT045,2012,High,Tier 3,Hypermarket,4631.8,3.4
BB6902,15.92,Non-Edible,0.039,Soft Drinks,OUT046,2000,High,Tier 2,Hypermarket,3012.58,3.6
BB6903,2.36,Non-Edible,0.087,Household,OUT027,1996,Small,Tier 1,Grocery Store,2269.76,4.9
BB6904,14.24,Non-Edible,0.129,Canned,OUT045,2022,High,Tier 2,Supermarket,4570.49,1.8
BB6905,2.43,Non-Edible,0.044,Frozen Foods,OUT046,1996,Medium,Tier 3,Hypermarket,3308.59,2.7
BB6906,13.38,Regular,0.077,Frozen Foods,OUT018,2022,Medium,Tier 1,Hypermarket,1213.45,3.1
BB6907,19.52,Low Fat,0.181,Frozen Foods,OUT046,2007,Medium,Tier 1,Supermarket,1971.01,2.2
BB6908,13.28,Low Fat,0.132,Dairy,OUT018,2018,Medium,Tier 1,Hypermarket,545.13,4.7
BB6909,17.34,Regular,0.103,Baking Goods,OUT019,2013,Medium,Tier 3,Hypermarket,1988.48,3.1
BB6910,10.95,Non-Edible,0.128,Dairy,OUT019,2011,Medium,Tier 1,Grocery Store,2127.74,1.8
BB6911,11.17,Regular,0.041,Canned,OUT018,2016,Small,Tier 2,Supermarket,4362.21,2.6
BB6912,2.27,Regular,0.05,Fruits,OUT018,2000,High,Tier 3,Supermarket,4998.74,1.7
BB6913,19.17,Low Fat,0.062,Frozen Foods,OUT049,2008,Medium,Tier 1,Grocery Store,4304.15,4.6
BB6914,10.11,Non-Edible,0.091,Baking Goods,OUT027,2006,Medium,Tier 1,Grocery Store,1603.23,2.1
BB6915,2.43,Low Fat,0.031,Vegetables,OUT049,1997,Medium,Tier 3,Grocery Store,3909.24,1.8
BB6916,7.48,Non-Edible,0.012,Household,OUT049,1998,High,Tier 2,Supermarket,2115.49,1.8
BB6917,10.54,Non-Edible,0.056,Dairy,OUT049,2016,Medium,Tier 3,Supermarket,3498.27,2.8
BB6918,10.25,Non-Edible,0.154,Snacks,OUT035,2017,Small,Tier 1,Grocery Store,2154.56,1.9
BB6919,5.24,Low Fat,0.143,Health,OUT046,2011,Small,Tier 3,Hypermarket,4295.05,3.1
BB6920,18.27,Non-Edible,0.05,Snacks,OUT019,2000,Medium,Tier 3,Grocery Store,4785.88,4.1
BB6921,7.57,Regular,0.174,Snacks,OUT027,2006,Small,Tier 1,Supermarket,2743.56,2.9
BB6922,3.21,Low Fat,0.134,Canned,OUT018,2015,Medium,Tier 3,Grocery Store,3698.01,4.2
BB6923,13.28,Regular,0.045,Fruits,OUT018,2003,High,Tier 3,Grocery Store,2800.42,3.1
BB6924,19.45,Low Fat,0.024,Vegetables,OUT018,2014,Medium,Tier 1,Supermarket,1034,3.1
BB6925,16.61,Low Fat,0.038,Vegetables,OUT049,2008,High,Tier 2,Hypermarket,2576.95,3.6
BB6926,11.61,Low Fat,0.183,Vegetables,OUT045,2015,Small,Tier 3,Hypermarket,4890.38,4.9
BB6927,11.95,Regular,0.024,Dairy,OUT046,2013,Medium,Tier 3,Hypermarket,1295.58,4
BB6928,9.94,Low Fat,0.038,Canned,OUT049,2015,Small,Tier 1,Grocery Store,1441.4,1
BB6929,7.27,Regular,0.123,Soft Drinks,OUT019,2018,Medium,Tier 3,Hypermarket,4687.95,1.6
BB6930,18.05,Regular,0.017,Snacks,OUT018,2022,Small,Tier 1,Grocery Store,1164.8,3.9
BB6931,9.45,Non-Edible,0.186,Health,OUT045,2000,Medium,Tier 3,Grocery Store,1414.71,1.9
BB6932,12.05,Low Fat,0.034,Snacks,OUT027,1995,Medium,Tier 3,Grocery Store,3599.31,5
BB6933,16.99,Regular,0.015,Dairy,OUT019,2020,High,Tier 3,Grocery Store,4773.35,4.9
BB6934,19.86,Non-Edible,0.016,Vegetables,OUT018,1998,Medium,Tier 3,Supermarket,631.13,4.8
BB6935,11.18,Non-Edible,0.127,Dairy,OUT045,1998,High,Tier 1,Grocery Store,964.29,1.2
BB6936,19.44,Non-Edible,0.13,Baking Goods,OUT027,2010,High,Tier 2,Grocery Store,1098.9,2.1
BB6937,13.73,Non-Edible,0.115,Vegetables,OUT046,2004,Medium,Tier 2,Supermarket,3406.51,1
BB6938,9.36,Non-Edible,0.158,Snacks,OUT049,2017,Small,Tier 1,Grocery Store,4402.95,2.4
BB6939,19.76,Non-Edible,0.115,Household,OUT027,2009,Medium,Tier 3,Supermarket,3318.18,3.4
BB6940,2.57,Low Fat,0.123,Fruits,OUT035,2012,Medium,Tier 2,Grocery Store,3295.92,2.6
BB6941,19.93,Regular,0.09,Baking Goods,OUT049,1997,High,Tier 3,Hypermarket,855.76,4.8
BB6942,17.71,Non-Edible,0.125,Frozen Foods,OUT045,2010,Medium,Tier 2,Supermarket,1977.38,4.3
BB6943,13.13,Low Fat,0.091,Canned,OUT019,2007,High,Tier 2,Supermarket,4260.96,3.6
BB6944,5.31,Regular,0.105,Vegetables,OUT035,2005,Medium,Tier 3,Hypermarket,4837.48,2.3
BB6945,11.33,Non-Edible,0.01,Dairy,OUT046,2009,Medium,Tier 3,Hypermarket,2687.6,2.9
BB6946,8.3,Regular,0.18,Dairy,OUT018,2017,Small,Tier 2,Supermarket,4193.79,4.8
BB6947,8.07,Non-Edible,0.162,Fruits,OUT027,1998,High,Tier 2,Grocery Store,3006.48,1.1
BB6948,9.51,Regular,0.032,Fruits,OUT019,2019,Medium,Tier 2,Grocery Store,2006.74,2.3
BB6949,9.99,Low Fat,0.068,Health,OUT027,1999,High,Tier 3,Supermarket,3654.72,4.8
BB6950,5.61,Regular,0.139,Snacks,OUT018,1999,Small,Tier 1,Grocery Store,3942.62,3
BB6951,17.54,Low Fat,0.18,Canned,OUT049,1996,Small,Tier 3,Supermarket,1119.62,4
BB6952,18.9,Non-Edible,0.024,Health,OUT046,2007,Medium,Tier 1,Hypermarket,4951.82,1.4
BB6953,12.02,Low Fat,0.023,Fruits,OUT049,2015,Medium,Tier 3,Hypermarket,3008.86,4.5
BB6954,16.44,Low Fat,0.118,Baking Goods,OUT049,2022,Medium,Tier 1,Supermarket,3118.54,3.8
BB6955,13.41,Non-Edible,0.012,Baking Goods,OUT019,2013,Small,Tier 2,Hypermarket,3453.58,4.7
BB6956,14.46,Low Fat,0.046,Fruits,OUT018,1996,Small,Tier 1,Hypermarket,812.28,2.1
BB6957,12.57,Non-Edible,0.018,Dairy,OUT045,2011,Small,Tier 3,Supermarket,2106.66,1
BB6958,6.76,Regular,0.135,Soft Drinks,OUT049,1998,Medium,Tier 3,Grocery Store,1280.91,3.7
BB6959,13.17,Low Fat,0.027,Household,OUT049,2019,High,Tier 2,Supermarket,4718.4,2.5
BB6960,2.01,Non-Edible,0.18,Vegetables,OUT027,1995,High,Tier 2,Grocery Store,3240.16,2
BB6961,3.05,Regular,0.047,Baking Goods,OUT019,2006,High,Tier 2,Supermarket,3550.16,4.9
BB6962,11.26,Low Fat,0.086,Baking Goods,OUT049,2013,Medium,Tier 1,Grocery Store,4779.47,3.1
BB6963,19.79,Regular,0.135,Fruits,OUT046,2016,Small,Tier 2,Supermarket,3683.93,1.6
BB6964,12.08,Low Fat,0.12,Fruits,OUT045,2008,Medium,Tier 1,Hypermarket,2104.21,1.1
BB6965,12.49,Non-Edible,0.123,Fruits,OUT027,2021,Medium,Tier 1,Supermarket,2913.41,4.6
BB6966,18.16,Low Fat,0.182,Soft Drinks,OUT019,2014,Medium,Tier 2,Grocery Store,4948,4.8
BB6967,16.35,Low Fat,0.096,Fruits,OUT018,2007,High,Tier 1,Grocery Store,4474.9,4.4
BB6968,7.73,Regular,0.102,Soft Drinks,OUT019,2016,High,Tier 3,Hypermarket,3702.74,4.1
BB6969,8.25,Regular,0.071,Dairy,OUT018,2022,Medium,Tier 2,Supermarket,537.28,3.8
BB6970,18.32,Non-Edible,0.118,Vegetables,OUT046,2011,Small,Tier 1,Hypermarket,4532.49,3.1
BB6971,14.87,Low Fat,0.138,Frozen Foods,OUT035,2002,Small,Tier 2,Supermarket,2886.05,3.4
BB6972,14.35,Regular,0.059,Snacks,OUT018,2014,Medium,Tier 1,Supermarket,879.07,1.5
BB6973,6.32,Non-Edible,0.069,Baking Goods,OUT027,2015,Small,Tier 3,Supermarket,2440.7,4.5
BB6974,17.32,Non-Edible,0.055,Soft Drinks,OUT019,2000,Small,Tier 2,Hypermarket,851.43,3.7
BB6975,5.07,Low Fat,0.114,Soft Drinks,OUT019,1999,Medium,Tier 1,Supermarket,3680.33,4.5
BB6976,12.57,Non-Edible,0.163,Fruits,OUT027,2015,Small,Tier 3,Grocery Store,1572.31,3.8
BB6977,13.95,Regular,0.025,Baking Goods,OUT045,2021,Medium,Tier 3,Grocery Store,844.06,3.5
BB6978,5.4,Regular,0.14,Frozen Foods,OUT018,2018,High,Tier 1,Hypermarket,3654.8,1.2
BB6979,18.02,Non-Edible,0.169,Frozen Foods,OUT019,2012,High,Tier 1,Supermarket,4803.41,1.8
BB6980,17.78,Low Fat,0.17,Soft Drinks,OUT035,2005,High,Tier 2,Hypermarket,3685.04,2.8
BB6981,2.58,Low Fat,0.125,Household,OUT045,2022,Small,Tier 1,Hypermarket,658,2.7
BB6982,13.36,Non-Edible,0.041,Fruits,OUT027,1996,Small,Tier 1,Hypermarket,4398.65,2.9
BB6983,11.14,Regular,0.072,Household,OUT045,2005,High,Tier 3,Grocery Store,4366.94,4.7
BB6984,18.06,Non-Edible,0.071,Vegetables,OUT045,2018,Small,Tier 2,Supermarket,1383.55,4.3
BB6985,11.38,Low Fat,0.147,Baking Goods,OUT027,2018,Small,Tier 3,Grocery Store,3597.2,1.4
BB6986,13.3,Regular,0.032,Snacks,OUT018,2000,Small,Tier 3,Grocery Store,2286.21,5
BB6987,6.32,Regular,0.142,Baking Goods,OUT035,1999,High,Tier 3,Supermarket,3458.09,3.5
BB6988,12.24,Regular,0.082,Health,OUT027,2000,Medium,Tier 2,Supermarket,783.79,1.1
BB6989,6.79,Regular,0.187,Soft Drinks,OUT049,2015,Medium,Tier 2,Grocery Store,2815.51,4.4
BB6990,17.17,Low Fat,0.016,Frozen Foods,OUT018,1995,Medium,Tier 2,Grocery Store,2863.35,1.7
BB6991,10.3,Regular,0.097,Fruits,OUT045,2013,Small,Tier 2,Hypermarket,3463.13,2
BB6992,3.98,Regular,0.131,Household,OUT045,2000,Small,Tier 1,Supermarket,4467.18,1
BB6993,7.14,Regular,0.135,Baking Goods,OUT049,2022,Medium,Tier 3,Supermarket,3675.47,2.1
BB6994,12.78,Regular,0.038,Snacks,OUT027,1997,Medium,Tier 2,Grocery Store,2485.36,3.6
BB6995,4.32,Low Fat,0.048,Frozen Foods,OUT035,2022,Small,Tier 3,Hypermarket,1072.82,2.5
BB6996,5.45,Non-Edible,0.059,Frozen Foods,OUT019,2019,High,Tier 2,Supermarket,4688.71,1.1
BB6997,6.49,Non-Edible,0.037,Soft Drinks,OUT035,2017,High,Tier 1,Grocery Store,3120.64,2.9
BB6998,19.32,Regular,0.136,Canned,OUT049,1999,High,Tier 1,Grocery Store,2111.75,2.5
BB6999,4.13,Non-Edible,0.058,Snacks,OUT018,2003,Small,Tier 2,Supermarket,1180.17,1.4
BB7000,4.88,Low Fat,0.104,Vegetables,OUT019,2014,Medium,Tier 2,Hypermarket,2893.87,4.5
BB7001,18.57,Non-Edible,0.023,Soft Drinks,OUT018,1997,High,Tier 3,Hypermarket,850.78,1.4
BB7002,16.68,Regular,0.058,Health,OUT019,2018,Small,Tier 1,Grocery Store,2355.37,4
BB7003,5.84,Regular,0.02,Vegetables,OUT018,2016,Small,Tier 1,Grocery Store,1212.12,1.7
BB7004,10.64,Low Fat,0.107,Snacks,OUT019,2009,Small,Tier 2,Supermarket,1654.98,2.2
BB7005,3.07,Low Fat,0.133,Snacks,OUT035,2006,Small,Tier 1,Supermarket,4191.6,2.4
BB7006,7.25,Regular,0.107,Baking Goods,OUT019,2020,Small,Tier 3,Grocery Store,2797.91,1.5
BB7007,11.82,Regular,0.021,Fruits,OUT018,2018,High,Tier 1,Supermarket,1080.2,4.5
BB7008,9.18,Non-Edible,0.117,Soft Drinks,OUT027,2014,High,Tier 1,Grocery Store,2354.51,4.6
BB7009,7.34,Non-Edible,0.104,Snacks,OUT019,1995,High,Tier 3,Hypermarket,4027.19,4.2
BB7010,16.31,Low Fat,0.086,Fruits,OUT019,1997,Small,Tier 1,Supermarket,4984.12,4.6
BB7011,19.18,Low Fat,0.034,Health,OUT027,2006,Small,Tier 3,Hypermarket,3551.83,3.9
BB7012,12.5,Non-Edible,0.048,Dairy,OUT018,2013,Medium,Tier 1,Grocery Store,4342.37,2.3
BB7013,16.82,Non-Edible,0.097,Fruits,OUT049,1995,Medium,Tier 3,Grocery Store,4382.55,1.7
BB7014,8.4,Low Fat,0.088,Soft Drinks,OUT045,2010,High,Tier 2,Supermarket,729.68,1.9
BB7015,6.85,Low Fat,0.133,Vegetables,OUT035,2007,High,Tier 2,Hypermarket,3895.23,3.2
BB7016,12.37,Non-Edible,0.027,Canned,OUT049,2020,Medium,Tier 1,Supermarket,737.01,1.1
BB7017,6.3,Regular,0.063,Canned,OUT045,2003,Medium,Tier 3,Grocery Store,3442.05,2.7
BB7018,14.22,Non-Edible,0.073,Baking Goods,OUT035,2018,Medium,Tier 3,Grocery Store,2451.82,4.4
BB7019,10.76,Non-Edible,0.038,Canned,OUT035,2016,High,Tier 1,Hypermarket,807.42,4
BB7020,16.84,Non-Edible,0.1,Vegetables,OUT018,2011,Small,Tier 1,Hypermarket,4253,1.5
BB7021,4.44,Non-Edible,0.195,Vegetables,OUT019,2008,Small,Tier 1,Supermarket,2688.5,3.8
BB7022,14.59,Regular,0.142,Canned,OUT019,1999,Medium,Tier 2,Supermarket,1152.76,4.3
BB7023,12.77,Regular,0.188,Dairy,OUT049,2016,Medium,Tier 2,Grocery Store,3981.93,2.3
BB7024,13.2,Low Fat,0.084,Fruits,OUT027,2007,Medium,Tier 1,Supermarket,2055.09,3.9
BB7025,17.29,Low Fat,0.045,Baking Goods,OUT018,2006,Medium,Tier 1,Grocery Store,2389.71,1.3
BB7026,11.81,Regular,0.191,Baking Goods,OUT045,2012,Medium,Tier 3,Supermarket,2523.08,1.9
BB7027,3.83,Low Fat,0.181,Snacks,OUT049,1998,High,Tier 3,Hypermarket,2206.67,3.7
BB7028,4.89,Regular,0.095,Frozen Foods,OUT027,1995,Medium,Tier 2,Hypermarket,2657.34,2.1
BB7029,3.42,Regular,0.11,Canned,OUT035,2002,Medium,Tier 1,Supermarket,2110.27,1.6
BB7030,15.27,Low Fat,0.035,Snacks,OUT035,2022,Medium,Tier 1,Grocery Store,1565.52,3.5
BB7031,3.42,Low Fat,0.023,Snacks,OUT027,2015,High,Tier 2,Hypermarket,2608.03,4.7
BB7032,17.67,Regular,0.148,Snacks,OUT027,2000,Small,Tier 2,Supermarket,2662.85,4.3
BB7033,5.46,Non-Edible,0.165,Canned,OUT045,2006,Medium,Tier 2,Grocery Store,2621.42,3.3
BB7034,9.61,Low Fat,0.014,Canned,OUT046,2007,Small,Tier 3,Grocery Store,1916.4,1.1
BB7035,5.87,Non-Edible,0.049,Vegetables,OUT049,2017,Medium,Tier 2,Grocery Store,919.34,4.7
BB7036,14.61,Regular,0.141,Baking Goods,OUT049,2014,Small,Tier 3,Hypermarket,2080.99,4.9
BB7037,19.45,Non-Edible,0.023,Vegetables,OUT049,2022,High,Tier 3,Supermarket,4772.12,3
BB7038,8.39,Regular,0.074,Snacks,OUT018,2019,Medium,Tier 3,Supermarket,4656.33,3.1
BB7039,14.75,Low Fat,0.129,Health,OUT027,1998,Small,Tier 1,Grocery Store,716,1.3
BB7040,19.07,Regular,0.19,Snacks,OUT027,2022,Medium,Tier 1,Hypermarket,4822.21,4.9
BB7041,4.08,Regular,0.165,Fruits,OUT046,2000,Medium,Tier 2,Supermarket,3777.11,2.9
BB7042,13.94,Low Fat,0.191,Baking Goods,OUT045,1996,High,Tier 2,Supermarket,3791.81,3.4
BB7043,9.17,Regular,0.157,Fruits,OUT027,1997,Small,Tier 1,Hypermarket,837.86,2.4
BB7044,16.46,Non-Edible,0.064,Baking Goods,OUT019,2002,High,Tier 3,Supermarket,2018.93,4.7
BB7045,13.77,Non-Edible,0.11,Canned,OUT049,2004,High,Tier 2,Hypermarket,565.15,1.4
BB7046,9.92,Low Fat,0.144,Baking Goods,OUT045,2013,Small,Tier 2,Hypermarket,2206.83,1.6
BB7047,6.83,Low Fat,0.194,Vegetables,OUT018,2012,High,Tier 2,Grocery Store,1284.6,3.9
BB7048,14.17,Non-Edible,0.1,Fruits,OUT018,2006,High,Tier 3,Supermarket,1871.45,1.9
BB7049,15.24,Low Fat,0.154,Soft Drinks,OUT046,2000,Medium,Tier 2,Hypermarket,4227.64,1.4
BB7050,9.24,Non-Edible,0.153,Frozen Foods,OUT046,2000,High,Tier 3,Supermarket,1919.13,2.5
BB7051,18.18,Non-Edible,0.063,Soft Drinks,OUT027,2015,High,Tier 1,Hypermarket,2439.26,2.4
BB7052,9.92,Non-Edible,0.136,Fruits,OUT018,2008,Medium,Tier 2,Supermarket,578.85,2.2
BB7053,6.06,Non-Edible,0.082,Dairy,OUT018,2003,Small,Tier 2,Hypermarket,3196.54,4.8
BB7054,11.96,Low Fat,0.019,Snacks,OUT027,1999,Medium,Tier 2,Grocery Store,594.33,2.7
BB7055,14.52,Regular,0.121,Snacks,OUT027,2011,Small,Tier 3,Hypermarket,1001.09,3.4
BB7056,19.37,Regular,0.087,Canned,OUT046,2013,High,Tier 1,Hypermarket,2730.41,1.2
BB7057,8.88,Regular,0.033,Frozen Foods,OUT027,2007,Small,Tier 2,Supermarket,4105.33,4.6
BB7058,18.89,Regular,0.059,Baking Goods,OUT045,1998,High,Tier 2,Supermarket,734.85,4
BB7059,4.98,Non-Edible,0.191,Dairy,OUT019,2007,Small,Tier 1,Hypermarket,4981.78,2.4
BB7060,17.57,Low Fat,0.08,Fruits,OUT019,2005,Small,Tier 1,Grocery Store,3665.93,4.7
BB7061,15.91,Regular,0.182,Household,OUT049,2014,High,Tier 3,Grocery Store,4602.14,1.8
BB7062,19.3,Non-Edible,0.013,Vegetables,OUT035,2016,High,Tier 1,Hypermarket,1763.04,4.5
BB7063,14.85,Low Fat,0.097,Dairy,OUT027,2006,Medium,Tier 3,Grocery Store,901.8,2.7
BB7064,17.46,Non-Edible,0.11,Health,OUT045,1997,High,Tier 2,Hypermarket,3508.3,2.3
BB7065,13.52,Regular,0.063,Household,OUT046,2016,Small,Tier 3,Hypermarket,3022.22,1.5
BB7066,13.41,Regular,0.185,Dairy,OUT019,2003,Small,Tier 1,Supermarket,825.81,4.1
BB7067,4.77,Regular,0.139,Health,OUT018,2004,High,Tier 2,Grocery Store,1588.22,3.4
BB7068,2.4,Low Fat,0.082,Soft Drinks,OUT027,2012,Small,Tier 1,Hypermarket,4994.94,2.5
BB7069,15.68,Non-Edible,0.192,Dairy,OUT019,2001,Small,Tier 3,Supermarket,3189.92,2.8
BB7070,10.21,Low Fat,0.107,Soft Drinks,OUT049,2016,High,Tier 1,Hypermarket,3425.87,1.8
BB7071,5.82,Non-Edible,0.075,Snacks,OUT035,2010,Medium,Tier 3,Hypermarket,1132.33,1
BB7072,17.64,Low Fat,0.199,Dairy,OUT049,2000,Medium,Tier 1,Grocery Store,1564.72,2.6
BB7073,19.2,Non-Edible,0.16,Soft Drinks,OUT018,1995,High,Tier 1,Supermarket,4928.78,2.4
BB7074,4.15,Non-Edible,0.075,Baking Goods,OUT019,2007,Medium,Tier 2,Grocery Store,1543.61,1.5
BB7075,8.22,Low Fat,0.174,Fruits,OUT027,2021,Small,Tier 1,Hypermarket,3484.19,2
BB7076,14.17,Low Fat,0.092,Soft Drinks,OUT049,2000,Small,Tier 2,Hypermarket,4674.1,2.3
BB7077,9.36,Non-Edible,0.031,Frozen Foods,OUT046,2006,Medium,Tier 2,Grocery Store,2536.46,2
BB7078,19.39,Regular,0.195,Baking Goods,OUT049,2017,Small,Tier 1,Grocery Store,3542.37,4
BB7079,3.07,Low Fat,0.197,Frozen Foods,OUT018,1997,Medium,Tier 2,Hypermarket,2538.43,2
BB7080,5.92,Regular,0.083,Vegetables,OUT049,2000,Medium,Tier 2,Supermarket,1459.85,4.4
BB7081,2.27,Regular,0.087,Baking Goods,OUT049,2001,Small,Tier 1,Supermarket,3986.5,4.2
BB7082,10.92,Low Fat,0.148,Soft Drinks,OUT027,2014,High,Tier 1,Supermarket,4523.45,4.3
BB7083,7.99,Non-Edible,0.188,Health,OUT035,2012,Small,Tier 3,Hypermarket,3097.44,1.7
BB7084,8.72,Low Fat,0.176,Soft Drinks,OUT049,2000,Small,Tier 3,Hypermarket,3968.34,3.6
BB7085,17.14,Low Fat,0.01,Household,OUT046,2020,Medium,Tier 1,Hypermarket,1859.12,1.8
BB7086,8.52,Regular,0.035,Soft Drinks,OUT046,1997,Small,Tier 1,Hypermarket,610.36,4.9
BB7087,3.24,Low Fat,0.023,Baking Goods,OUT035,2019,Medium,Tier 2,Supermarket,1814.25,1.6
